Nome,Latitudine,Longitudine,Categoria
Alimentari & Mini Market,45.4647685,9.091793599999999,grocery
L' Amichetta di Katiuscia Andolina,45.476888,9.0906394,grocery
Coop,45.4705551,9.1089439,grocery
ASIAN STORE,45.47545179999999,9.0906659,grocery
Coop,45.4763988,9.087644899999999,grocery
La Boutique del Gusto,45.4639542,9.0928162,grocery
Carrefour Italia,45.477063,9.1021246,grocery
Fruttivendolo,45.467507,9.1379656,grocery
Mostafa Mini Market,45.4660821,9.1276125,grocery
Prima Scelta,45.4699685,9.134460599999999,grocery
Il Frutteto di Sempre,45.4655992,9.136396999999999,grocery
Nadia Mini Market,45.4694224,9.1324577,grocery
Il Frutteto,45.4696266,9.1255107,grocery
Mini Market Italia 2,45.47391870000001,9.1346273,grocery
Pag Asa Int L Grocery,45.4688046,9.132648399999999,grocery
MINI MARKET MILANBANGLA,45.4701803,9.1347506,grocery
Produse romanesti,45.46830509999999,9.1374491,grocery
Macelleria e Minimarket di Muhit,45.467392,9.129918199999999,grocery
Orto Frutta,45.466088,9.1366585,grocery
Carrefour Market - Supermarket,45.4653707,9.1382545,grocery
Rondo Minimarket,45.4675123,9.137734799999999,grocery
Mini Market Di Miah,45.46265289999999,9.1389979,grocery
Mini Market,45.4735927,9.1414095,grocery
4JB Minimarket,45.4736527,9.1401732,grocery
Aretusa Bakery,45.468268,9.1374461,grocery
Spesa Si,45.46664759999999,9.129346199999999,grocery
Alimentari,45.4669926,9.1291596,grocery
Albuzzi Livio,45.4968175,9.1336126,grocery
PENNY.,45.5025006,9.1377021,grocery
A.R Mini Market,45.5089228,9.1322432,grocery
Esselunga Clicca e vai,45.5070864,9.1379926,grocery
Carrefour Market,45.4953063,9.1241718,grocery
Mini Market Nacho Negozio Alimentari,45.4975648,9.141874399999999,grocery
La Mediterranea (ambulante squisitezze dalla Campania),45.49482260000001,9.1208276,grocery
New Food Srl,45.50168850000001,9.122646,grocery
fresco mini market,45.4949648,9.1402156,grocery
Il Capriccio,45.49698919999999,9.1118541,grocery
Panetteria G & G Antonella e Claudio,45.4908854,9.1217405,grocery
CONAD,45.5032577,9.1272483,grocery
Lidl,45.4976711,9.137274699999999,grocery
Alimentari Gallarate,45.4947179,9.1392552,grocery
Alimentari,45.4908014,9.1215624,grocery
Esselunga,45.5073502,9.1380082,grocery
Bellomo Pietro e Pavesi Barbara Snc,45.5039775,9.100911,grocery
Bellavia Minimarket,45.4996226,9.150263299999999,grocery
Green Minimarket,45.4948813,9.154069999999999,grocery
T Market,45.49639699999999,9.1465806,grocery
Ceylon Minimarket,45.4991742,9.1437464,grocery
Salumeria Villapizzone,45.49922129999999,9.1505227,grocery
Royal Minimarket,45.5121419,9.1273842,grocery
Duchha Minimarket,45.5193611,9.132948599999999,grocery
IN’S Discount - Spaccaprezzi,45.5154095,9.1394861,grocery
La Boutique del Pane,45.5099429,9.133080699999999,grocery
SUNRISE MINI MARKET,45.4910889,9.1523414,grocery
International Mini Market,45.4978556,9.1452966,grocery
Sigma supermercati,45.5155284,9.1277885,grocery
Jago-Minimarket,45.5168731,9.1383643,grocery
Zara & Zarib - Super Spesa,45.49309040000001,9.151324599999999,grocery
Himalay Alimentari,45.4995603,9.1510224,grocery
Mini market,45.5194745,9.169706999999999,grocery
Mini Market,45.5031693,9.1613259,grocery
iN's Mercato,45.51547679999999,9.1397472,grocery
Fruttivendolo,45.5252527,9.160901899999999,grocery
International MiniMarket Alimentari,45.5153965,9.170007499999999,grocery
Penny Market,45.5021996,9.1669938,grocery
Super Discount Shop,45.5012463,9.1661801,grocery
Asian Bazar,45.5190043,9.1702005,grocery
Samiya minimarket,45.5152881,9.145364899999999,grocery
Sylhet Mini Market Bangladesh,45.5023163,9.1659998,grocery
Md Lavlu Md Ansher Alimentari,45.51822689999999,9.1708895,grocery
Panetteria AMINA,45.5230671,9.1709199,grocery
Index Minimarket,45.5005679,9.1672409,grocery
Frutteto Angarano,45.5027436,9.164629699999999,grocery
Flymart affori,45.5108377,9.175632199999999,grocery
Sinha Minimarket,45.4992793,9.1693134,grocery
Frutteto,45.4983638,9.1843599,grocery
Alimentari Hongyun,45.5083188,9.177399399999999,grocery
Mini Market,45.5058123,9.1775975,grocery
Mini super minimarket,45.5191679,9.1919307,grocery
Negozio Bio,45.5056363,9.192535099999999,grocery
SB MINI MARKET,45.5041473,9.1803572,grocery
Suad Mini Market,45.510997,9.1755222,grocery
Milan Mini Market,45.5040082,9.1804487,grocery
spesa tutto minimarket,45.5013247,9.1972136,grocery
Roksolana market PRODOTTI TIPICI DELL EST,45.5243233,9.1928384,grocery
Surjamukhi International Grocery,45.5044967,9.1760602,grocery
Pacific Market,45.498672,9.1844489,grocery
Narayan Mini Market,45.5070963,9.200545499999999,grocery
Rosticceria,45.5079653,9.202701399999999,grocery
Mini Market Bont'E Salute,45.5149131,9.2063018,grocery
New Asian Minimarket,45.5144688,9.207423499999999,grocery
R.M.Mini Market,45.522937,9.2083698,grocery
Spesa Ok,45.5071089,9.1985649,grocery
PENNY.,45.5106456,9.1770414,grocery
Carrefour Market,45.5111898,9.2042405,grocery
Sfizi Fritti,45.5080642,9.1978955,grocery
Rossella X,45.5068635,9.1788919,grocery
L’EMPORIO di FATEMA BEGUM,45.5147152,9.1908836,grocery
Minimarket Alimentare,45.51420359999999,9.191125999999999,grocery
CRAI Sottocasa Di Sonia Rimmaudo E Barbaro Nicola Snc,45.5067381,9.193368099999999,grocery
Alimentari Asia,45.4899395,9.2009896,grocery
Ma Mini Market,45.4944432,9.1864204,grocery
to.market Milano Gioia Via Lunigiana,45.4914658,9.204746799999999,grocery
SIGIRI GROCERY,45.4931489,9.1913065,grocery
Pinoy Saver's Mart,45.4918902,9.184482899999999,grocery
Shamim Mini Market,45.4909816,9.206899000000002,grocery
negozio di alimentari,45.4882528,9.2032935,grocery
to.market Milano Isola piazzale Lagosta,45.4883228,9.191371499999999,grocery
Rob International Whole Sale,45.4968026,9.1858253,grocery
Sheikh Mini Market,45.4907276,9.1835468,grocery
Rojjo Mini Market,45.4877495,9.198603499999999,grocery
Carrefour Market Milan Via Carlo Farini Store,45.4955246,9.1850147,grocery
alimentari,45.4878922,9.2039632,grocery
Helal Meat,45.49703220000001,9.1756774,grocery
Khan Minimarket,45.4996028,9.2210061,grocery
supermercato,45.505196,9.222349,grocery
Jhuma Mini Market,45.5028584,9.226690699999999,grocery
Mini Market Silvana,45.5067886,9.2231329,grocery
San babila,45.5149269,9.2058793,grocery
Rosticceria lo zio G. M.,45.50196769999999,9.190568299999999,grocery
Mini Market,45.5234293,9.2277545,grocery
Alimentari Gie Colleoni,45.4881131,9.203154099999999,grocery
International Grocery,45.4833685,9.2078499,grocery
MINIMARKET,45.4950238,9.219179,grocery
Articoli Regalo Continental Market Alimentari,45.4828862,9.2030725,grocery
Mini Market,45.4859169,9.219439999999999,grocery
to.market Milano Porta Nuova via Filzi,45.482031,9.1989781,grocery
Indian Grocery,45.48213579999999,9.2069504,grocery
Penny Market Express,45.4821356,9.2025881,grocery
Aadiv Minimarket Grosari Indiano,45.4850621,9.208838100000001,grocery
Market Greco,45.5019182,9.2121021,grocery
M STORE,45.48331990000001,9.2051844,grocery
Sapori & Dintorni CONAD,45.4857096,9.203367199999999,grocery
Talhat Minimarket,45.493952,9.226892099999999,grocery
Global Supermarket,45.4904197,9.222095399999999,grocery
Mini Market,45.502012,9.237526899999999,grocery
Aliza Alimentari Mini Makret,45.4986167,9.233407999999999,grocery
Tacos,45.5071466,9.2353907,grocery
Matuber Alimentari,45.4981867,9.2324687,grocery
Gida S.A.S.,45.4985103,9.2350365,grocery
Havana Store,45.4978243,9.232464799999999,grocery
Ortolano,45.5005,9.238852399999999,grocery
Due Fratelli di Mia Moni,45.5032709,9.2391763,grocery
Pinoy International Food store,45.4950191,9.219575299999999,grocery
Narda Mini Market,45.502348,9.2099175,grocery
MINI MARKET,45.4972801,9.225480899999999,grocery
Mac Alimentari,45.4948259,9.2195691,grocery
Boiardo Alimentari S.r.l.,45.499667,9.224029,grocery
ortofrutta,45.4991715,9.2359495,grocery
Minimarket Grossieh,45.4824992,9.2339641,grocery
Hm Mini Market,45.4938453,9.2192177,grocery
Minimarket San Francesco,45.4913171,9.2262913,grocery
Mini Market,45.4839845,9.2363819,grocery
Mini Market,45.5026446,9.2474925,grocery
Mini Market Milano Frutta & Verdura,45.5089544,9.2467563,grocery
BAPARI MINI MARKET,45.4924703,9.2154498,grocery
New Asian Alimentari,45.5079636,9.236719599999999,grocery
Mini Market Talukder Selim,45.492556,9.225363399999999,grocery
Lizarraga Minimarket,45.5024555,9.2403063,grocery
Mini Spesa Supermercato,45.50004879999999,9.2403108,grocery
Sk Alimentari Snc Prodotti Di Tutto Il Mondo,45.4923229,9.225032599999999,grocery
Il Panificio della Martesana,45.50959659999999,9.2473435,grocery
KHAN MINIMARKET,45.4832252,9.232469499999999,grocery
MINIMARKET MAA SNC,45.4854308,9.2345663,grocery
My Little Supermaret,45.4853835,9.233164499999999,grocery
Compro Qui Mini Market,45.4833354,9.236437,grocery
Fatima Minimarket,45.5024487,9.2403208,grocery
Royal Bazar Alimentari,45.5037213,9.2450218,grocery
Roy Minimarket E Alimentari Mondo Shimanto Utso,45.48712099999999,9.2423152,grocery
Mira Alimentari,45.4890098,9.224583299999999,grocery
Sara's Store,45.4872514,9.2186896,grocery
Mini supermarket,45.4805249,9.2129856,grocery
New Continental Market,45.4894561,9.2178836,grocery
ALIMENTARI DI LISA S.N.C.,45.48901720000001,9.2245751,grocery
Friday Street Market,45.46949799999999,9.228317299999999,grocery
Spesa doc,45.4791184,9.236631899999999,grocery
iN's Mercato,45.4704247,9.2292262,grocery
Mini Market Vasquez,45.4708573,9.226806500000002,grocery
Everli,45.489861,9.2350286,grocery
SPESA SI MINIMARKET,45.4714468,9.233770999999999,grocery
Asia Market,45.4861441,9.2270504,grocery
Mercato settimanale di via Canaletto,45.4694153,9.228218499999999,grocery
Il pane il dolce,45.4875311,9.2334366,grocery
U2 Supermarket,45.4847484,9.2282688,grocery
Frutteto Amadeo,45.470835,9.2317031,grocery
Spesa Al Volo,45.4788934,9.205622,grocery
PENNY,45.4624332,9.232795699999999,grocery
Galapagos mini market,45.4622238,9.2336093,grocery
Penny Market,45.4851854,9.232124599999999,grocery
Sisa,45.4728661,9.2342896,grocery
S R ALIMENTARI,45.4636826,9.2300354,grocery
Bangla Mini Market,45.4622718,9.2329974,grocery
MD Market,45.46681,9.23259,grocery
SHILA MInimarket,45.4854381,9.2344121,grocery
U! As you want me,45.4850037,9.231308799999999,grocery
Lo Spaccio,45.4860377,9.2354737,grocery
minimarket l,45.4623004,9.2231681,grocery
Mini Market,45.4629009,9.219705099999999,grocery
Fam minimarket di Momin Alam,45.4639007,9.2353243,grocery
Carrefour express,45.4584587,9.212807699999999,grocery
U! Come tu mi vuoi,45.46667559999999,9.2286228,grocery
MINIMARKET,45.4749687,9.211887299999999,grocery
Pam Local,45.4829894,9.2139864,grocery
Mercado Milan.,45.4518745,9.232134499999999,grocery
Gusto Mini Market,45.4626369,9.2235543,grocery
Sr Minimarket Alimentari Frutta-Verdura,45.4620002,9.2293048,grocery
Prodotti Alimentari Internazionale,45.4516707,9.2243675,grocery
AL TAYBAT MINI MARKET,45.4541465,9.2243307,grocery
M L A S A S,45.45492120000001,9.2444358,grocery
Fiorital,45.45502159999999,9.2318452,grocery
Novel Food,45.45829029999999,9.2330005,grocery
Alimentari milano,45.4691553,9.2241611,grocery
Tauris srl,45.45502159999999,9.2318452,grocery
MINI MARKET,45.4457124,9.2471482,grocery
Macelleria-salumeria-market De Maio Snc,45.4432803,9.2633938,grocery
One Stop Food Shop,45.43938319999999,9.264631999999999,grocery
World Mini Market,45.4405923,9.2262715,grocery
Fruttitaly,45.4457602,9.2479347,grocery
Il paradiso della frutta e verdura,45.4442939,9.265396299999999,grocery
Mercato Agroalimentare Milano,45.4565685,9.2331138,grocery
Mondo Mini Market,45.4391883,9.265238,grocery
K2 International Minimarket di Mazhar Hayat,45.4444495,9.2629481,grocery
Porta Romana Open Air Market Via VASARI,45.4527997,9.2060059,grocery
Indian Mini Market,45.4455444,9.212804799999999,grocery
Il terruncello,45.4540222,9.2183291,grocery
Bisti Mini Market,45.4507001,9.2200816,grocery
Terroir Milano,45.4667198,9.212880199999999,grocery
Carrefour Market,45.45214900000001,9.2182636,grocery
Abida minimarket,45.4541993,9.2202374,grocery
Verde SHOP Di Rayhan Munshi,45.4550378,9.212820299999999,grocery
Supermercato Carrefour Express,45.449817,9.2198656,grocery
Fattorie Casaro Bonta' Srl Salumeria Macelleria,45.4623655,9.2108894,grocery
GRANDE MARKET,45.4379377,9.223536300000001,grocery
Euro Asia Minimarket,45.4416666,9.220367099999999,grocery
to.market Milano Rogoredo Stazione FS,45.4332356,9.2386856,grocery
Lanka trading mini market,45.4416913,9.2218431,grocery
Latteria Salumeria Migliavacca,45.4372684,9.2233963,grocery
Conad - Supermarket,45.444012,9.222510999999999,grocery
Indiano & Latino,45.4412396,9.2245188,grocery
Mong Natural Supermarket,45.4434961,9.231550799999999,grocery
SHIFA MINIMARKET,45.4309316,9.2459244,grocery
Al Casaro,45.4388717,9.226922199999999,grocery
Ma Minimarket,45.438085,9.2247931,grocery
Mini Market Ambia & Sons,45.4314287,9.245283599999999,grocery
Macelleria Minimarket Gamal Omar Adam S.R.L.S,45.4502059,9.2216649,grocery
Mini Market Di Corso Lodi,45.4420385,9.2204154,grocery
Prossima Apertura Minimarket,45.4271896,9.2502418,grocery
Indiano & Latino Alimentari,45.4372534,9.2176,grocery
Mei market,45.4420019,9.218158599999999,grocery
minimarket blady,45.437234,9.2178346,grocery
Bea's Asian Grocery,45.433306,9.2014551,grocery
Asian Almentari Mini Market,45.4377006,9.216797399999999,grocery
Frutta e verdura e minimarket italiano e bengalese,45.4392626,9.2148854,grocery
Mamma Minimarket,45.4528312,9.2007833,grocery
Carrefour Market - Supermarket,45.4362511,9.2165081,grocery
ABIDA MINIMARKET,45.4357978,9.219000099999999,grocery
Alimentari Hua Qiao,45.4455146,9.212563800000002,grocery
Minimarket Frutteto,45.4367761,9.213134499999999,grocery
Marey Frutta,45.4371447,9.2115969,grocery
Pane & Frutta,45.4260105,9.204384899999999,grocery
Carrefour,45.4391895,9.224735599999999,grocery
Simon’s frutta e verdura prodotti tipici,45.4292374,9.202211499999999,grocery
Carrefour Market - Supermarket,45.4340887,9.2017212,grocery
Pastificio Nonna Mari,45.4158694,9.2405397,grocery
Minimarket Alimentari Da Tutto Il Mondo,45.4389778,9.22157,grocery
Mercato Comunale Ferrara,45.4377991,9.220037600000001,grocery
Superstore,45.4430537,9.198438399999999,grocery
Indiano & Latino 1 Alimentari,45.4495332,9.1974067,grocery
Macai work,45.43886,9.196923900000002,grocery
Pam Local,45.4508519,9.198068,grocery
Pam,45.4508519,9.19806,grocery
TUDAY CONAD,45.4486642,9.1867457,grocery
Esselunga,45.44300800000001,9.1976075,grocery
Ar Market,45.4301712,9.1785375,grocery
Huaji Mini Mercato e Alimentari,45.4447406,9.1793026,grocery
Munshee Minimarket,45.44764259999999,9.1766986,grocery
Minimarket Alimentari Internazionali,45.4433715,9.178247599999999,grocery
Salumi e formaggi Fratelli Giancola,45.4469414,9.1796139,grocery
Panetteria Gastronomia,45.4267247,9.1729665,grocery
A.R. ALIMENTARI,45.4439511,9.179201599999999,grocery
Enoteca Milano montegani,45.4339602,9.1778534,grocery
Frutteto,45.4336019,9.1779305,grocery
Salumeria,45.4346328,9.183535,grocery
Esselunga,45.4437531,9.1782804,grocery
Pam Panorama,45.4442502,9.182059599999999,grocery
Hira Minimarket,45.448756,9.178727799999999,grocery
Mini Market Di Uddin Mamun,45.4433764,9.1784527,grocery
Spesa Express Supermarket,45.4491158,9.1771367,grocery
Macelleria Kamal,45.4372756,9.1790778,grocery
SPESA SI MINIMARKET,45.4125812,9.173961900000002,grocery
SUN MOON SUPERMARKET,45.3957498,9.172834199999999,grocery
Alimentari Gratosoglio Sas,45.4144814,9.170776799999999,grocery
Europa Mini Market,45.3945608,9.170333500000002,grocery
Posteria Castelli Fabio,45.4156592,9.1697543,grocery
Orto e dintorni,45.4174296,9.1783473,grocery
Mercato comunale,45.41504250000001,9.1729038,grocery
Gioia Passione & Gusto,45.4152925,9.1638861,grocery
Eurospin,45.4084631,9.1729697,grocery
ferrante tommaso milano,45.4125553,9.172673300000001,grocery
Eurospin,45.4227128,9.1753881,grocery
MERCATO COMUNALE,45.404553,9.1735357,grocery
iN'S Mercato,45.4150389,9.1731958,grocery
Esselunga,45.4207303,9.1774949,grocery
Le Botteghe de L'Impronta,45.4135184,9.173686499999999,grocery
Fruttivendolo,45.43082,9.16433,grocery
Mini Market Sotto Casa,45.4310641,9.1494652,grocery
Carrefour Market - Supermarket,45.4323153,9.1698488,grocery
Municipal Market S. Ambrogio,45.4312113,9.1626549,grocery
Nestlé Shop Assago,45.41055799999999,9.153725399999999,grocery
Salumeria panetteria PAOLO E SABRINA,45.4073328,9.1298171,grocery
Ok Sigma Di Milano San Paolino,45.4312142,9.162652099999999,grocery
Latteria,45.4312215,9.1534474,grocery
Star Minimarket,45.4385761,9.153482,grocery
Simply,45.4413753,9.1534768,grocery
Mimosa Alimentari,45.4381148,9.1534815,grocery
Alimentari Suma,45.4352277,9.177861199999999,grocery
Maa Laxmi Mini Market,45.4437253,9.1791827,grocery
Alibaba Minimarket,45.4433126,9.1795422,grocery
Salumeria Latteria,45.4453196,9.1779304,grocery
Amici Alimentari 3,45.4430916,9.1790637,grocery
Montegani 2000 S.a.s. Di Siro Pasquale E C.,45.4334768,9.1780366,grocery
FAMIGLIA MINIMARKET,45.4531314,9.1703972,grocery
Falema MINIMARKET,45.4428059,9.1548684,grocery
automaticfood,45.44916060000001,9.163761299999999,grocery
Ma Mini Market,45.45290199999999,9.1560606,grocery
Mini Supermarket,45.4529775,9.1495721,grocery
Sharif Minimarket,45.4517645,9.156176900000002,grocery
supermercato alimentari Sigma,45.45162,9.136751,grocery
FRUTTA e VERDURA FERRANTE G.,45.4437194,9.138967899999999,grocery
Mini Market tina,45.4538291,9.1491942,grocery
MITO FRUTTA E VERDURA,45.4511063,9.154737200000001,grocery
Market qualita' e convenienza,45.4481544,9.1585932,grocery
Karjana mini market,45.4515998,9.1544624,grocery
Est Market Milano,45.4510725,9.135573299999999,grocery
Bressana,45.4497603,9.140390499999999,grocery
Star Mini Market,45.4564959,9.155306999999999,grocery
Macelleria kamal 2,45.4487157,9.143393099999999,grocery
Joyful Market,45.4545219,9.1731755,grocery
Boschetti Emanuel Edoardo,45.4462444,9.1612868,grocery
Quice,45.4371108,9.154267299999999,grocery
Fruttivendolo,45.4493364,9.145068199999999,grocery
Grocery Store,45.4479615,9.126961399999999,grocery
Sapori Dell Orte,45.4507374,9.1482095,grocery
Tasmia Mini Market,45.4488049,9.1323347,grocery
Tasmia International Mini Market,45.44188140000001,9.1401849,grocery
grocery store,45.4477149,9.125319,grocery
Losi Italo Rolando,45.4443607,9.130024299999999,grocery
Emon Minimarket,45.4498825,9.1367835,grocery
Alimentari_Mohammad Alamgir hossain,45.4611501,9.1494617,grocery
PENNY.,45.4561545,9.156325299999999,grocery
Macelleria Zan,45.4580152,9.1622139,grocery
Tessadri Carlo,45.4581645,9.1611764,grocery
Alimentari,45.4564921,9.155313399999999,grocery
Frutteto Mini Market,45.4592927,9.146703,grocery
Mini Gambellno Market,45.4461509,9.1351943,grocery
Alimentari,45.4605969,9.143749399999999,grocery
Je The Filipino Store,45.4481581,9.1383517,grocery
Flory's Alimentari Internazionali,45.4606195,9.112518,grocery
Panetteria,45.4610993,9.1188936,grocery
Frutta e verdura Italia 2,45.45969669999999,9.1129457,grocery
Jmj Minimarket,45.4496968,9.1364112,grocery
Marissa Mini Market,45.4606843,9.112158899999999,grocery
Frutteto,45.4824317,9.144021799999999,grocery
IKRA MiniMarket,45.4603457,9.1451232,grocery
Carrefour Express - Supermarket,45.4738762,9.134532499999999,grocery
PENNY.,45.47139079999999,9.141764799999999,grocery
Mercato via Osoppo Milano,45.4690517,9.1431562,grocery
Luca frutta e verdura,45.4682746,9.1511231,grocery
Kosher Paradise,45.4570162,9.135944600000002,grocery
Esselunga,45.4696206,9.1342366,grocery
"TIGROS di Milano - Via Novara, 15",45.4683561,9.1278375,grocery
Raineri Giovanni,45.4633529,9.1359745,grocery
Ma Alimentari,45.4588152,9.0923871,grocery
Digi mini market alimentari,45.4584213,9.0890407,grocery
Panagpo Mini Market,45.4620617,9.093391,grocery
Superstore,45.4721525,9.1208036,grocery
S&K MINIMARKET,45.460064,9.0948324,grocery
Fattoria del Casaro,45.4601671,9.096898699999999,grocery
Carrefour Market - Supermarket,45.4599696,9.101504499999999,grocery
Mixx Market,45.45769079999999,9.0900191,grocery
''A CASA LA MOLDOVA'' MINI MARKET MILANO,45.4602941,9.111457399999999,grocery
Italo tropicale mini market,45.4581654,9.0901968,grocery
PAF - Pane Amore Fantasia,45.4583907,9.0890642,grocery
Apulia Specialità Enogastronomiche Pugliesi,45.4769,9.0906787,grocery
"Mini Market, Cafè - La Borgheria",45.4905797,9.073726599999999,grocery
Mini Market Di Wang Youwei,45.48073549999999,9.1766498,grocery
cheng xin Alimentari,45.4837298,9.1747795,grocery
China Town Shop,45.4806827,9.174128399999999,grocery
Spesa Si,45.477158,9.148876399999999,grocery
Carrefour Market - Supermarket,45.4880045,9.1662017,grocery
Crai,45.4778426,9.1784184,grocery
Salumeria Wagner di Beretta Maria Teresa C. Snc,45.4684247,9.156198,grocery
KATHAY,45.4798361,9.1728861,grocery
Spaccio Caramelle,45.4850614,9.1626334,grocery
Miglior Market S.r.l.,45.4884724,9.1687728,grocery
Salumeria Lia,45.4639931,9.1794075,grocery
shop si,45.480201,9.1823575,grocery
JIABAOchaoshi,45.4801857,9.1733963,grocery
Pescheria 生猛海鲜,45.4818407,9.1756207,grocery
Sri lankan Grocery shop (negozio),45.4904371,9.1512029,grocery
COAMStore Milano,45.4754685,9.1664581,grocery
Carrefour Express,45.46770160000001,9.1758504,grocery
Supermercato Meijiale 美佳乐,45.481662,9.180048700000002,grocery
Mini market,45.47255320000001,9.193795399999999,grocery
il frutteto,45.4744258,9.187185,grocery
La spesa al volo,45.477329,9.192342700000001,grocery
Carrefour Express,45.4768817,9.189366399999999,grocery
Carrefour Market,45.48039139999999,9.193009199999999,grocery
Organic veggie place,45.4788864,9.2034523,grocery
Mim Int. Alimentari Di Hussain,45.4780677,9.2023985,grocery
Carrefour Express,45.4635548,9.1983446,grocery
Kalinka Russian Grocery Store,45.480737,9.2060467,grocery
SHUNDAR BHAN,45.4768264,9.2047806,grocery
Carrefour Express Supermarket,45.4622537,9.1942992,grocery
Dispensa Milano,45.4695604,9.199628599999999,grocery
Mini Market,45.4561354,9.1838492,grocery
Supermercato,45.4519961,9.182685099999999,grocery
Mini market,45.4565856,9.1994218,grocery
Pam Local,45.46111620000001,9.1942708,grocery
Darsena Mexican abarrote,45.4529796,9.179463199999999,grocery
Rukea Minimarket,45.4561082,9.1846595,grocery
Design supermarket,45.4651224,9.1918236,grocery
El Büüs,45.4570343,9.1929853,grocery
Fish store,45.4522061,9.179323700000001,grocery
De Leo Massimo,45.4538253,9.1959941,grocery
Carrefour Express - Supermarket,45.4528834,9.1895817,grocery
Darsena Minimarket,45.4552619,9.1760778,grocery
Punto Mini Market di mosfafa,45.4578914,9.1714662,grocery
Quality Mini Market,45.4561621,9.1750809,grocery
milano,45.46127,9.1493897,grocery
ideal minimarket,45.4599041,9.1648929,grocery
Hopp,45.45627289999999,9.1746894,grocery
Minimarket Milano Snc,45.45663099999999,9.1807305,grocery
Supermercato Carrefour Express,45.4593114,9.188189,grocery
Frutteto Ciovasso,45.4694816,9.1867673,grocery
Coop,45.4705551,9.1089439,supermarket
Carrefour Italia,45.477063,9.1021246,supermarket
Alimentari & Mini Market,45.4647685,9.091793599999999,supermarket
L' Amichetta di Katiuscia Andolina,45.476888,9.0906394,supermarket
Borgo Linterno,45.4644928,9.1095291,supermarket
Apulia Specialità Enogastronomiche Pugliesi,45.4769,9.0906787,supermarket
ASIAN STORE,45.47545179999999,9.0906659,supermarket
Fruttivendolo,45.467507,9.1379656,supermarket
Carrefour Market - Supermarket,45.4653707,9.1382545,supermarket
Prima Scelta,45.4699685,9.134460599999999,supermarket
Spesa Si,45.46664759999999,9.129346199999999,supermarket
Mini Market Italia 2,45.47391870000001,9.1346273,supermarket
Produse romanesti,45.46830509999999,9.1374491,supermarket
J.S Mondo Alimentari Minimarket,45.4647753,9.1361651,supermarket
Carrefour Express - Supermarket,45.4738762,9.134532499999999,supermarket
Macelleria e Minimarket di Muhit,45.467392,9.129918199999999,supermarket
Orto Frutta,45.466088,9.1366585,supermarket
MINI MARKET MILANBANGLA,45.4701803,9.1347506,supermarket
Mini Market,45.4735927,9.1414095,supermarket
Esselunga,45.4696206,9.1342366,supermarket
Esselunga,45.472228,9.1206738,supermarket
PAM supermarket,45.463691,9.1323727,supermarket
"TIGROS di Milano - Via Novara, 15",45.4683561,9.1278375,supermarket
Fattoria del Casaro,45.4663589,9.1366883,supermarket
Carrefour Market,45.4953063,9.1241718,supermarket
CONAD,45.5032577,9.1272483,supermarket
Lidl,45.4976711,9.137274699999999,supermarket
Esselunga,45.5073502,9.1380082,supermarket
PENNY.,45.5025006,9.1377021,supermarket
Supermercato Spesa Si,45.495561,9.1355872,supermarket
Esselunga Clicca e vai,45.5070864,9.1379926,supermarket
Lidl,45.5018608,9.114875699999999,supermarket
New Food Srl,45.50168850000001,9.122646,supermarket
Albuzzi Livio,45.4968175,9.1336126,supermarket
iN's Mercato S.p.A.,45.4996042,9.1399259,supermarket
Bellomo Pietro e Pavesi Barbara Snc,45.5039775,9.100911,supermarket
Mini Market Nacho Negozio Alimentari,45.4975648,9.141874399999999,supermarket
La Mediterranea (ambulante squisitezze dalla Campania),45.49482260000001,9.1208276,supermarket
Green Minimarket,45.4948813,9.154069999999999,supermarket
Royal Minimarket,45.5121419,9.1273842,supermarket
Bellavia Minimarket,45.4996226,9.150263299999999,supermarket
Ceylon Minimarket,45.4991742,9.1437464,supermarket
Salumeria Villapizzone,45.49922129999999,9.1505227,supermarket
hawladar minimarket varesina 61,45.4973228,9.1455646,supermarket
Himalay Alimentari,45.4995603,9.1510224,supermarket
Mercato Comunale Prealpi,45.4950298,9.153891,supermarket
Carrefour Market,45.4945683,9.143918,supermarket
Duchha Minimarket,45.5193611,9.132948599999999,supermarket
St. Phone Center Alimentari,45.4996191,9.149102,supermarket
IN’S Discount - Spaccaprezzi,45.5154095,9.1394861,supermarket
Sigma supermercati,45.5155284,9.1277885,supermarket
AYAAN MINI MARKET,45.5150568,9.1388755,supermarket
Lidl,45.4976095,9.1367988,supermarket
Supermercato Pam,45.4989979,9.1440772,supermarket
Mini market,45.5194745,9.169706999999999,supermarket
Mini Market,45.5031693,9.1613259,supermarket
iN's Mercato,45.51547679999999,9.1397472,supermarket
Made in Italy Stores,45.5174282,9.1715874,supermarket
Lam Alimentari & Mini Market,45.5020307,9.1641987,supermarket
Super Discount Shop,45.5012463,9.1661801,supermarket
International MiniMarket Alimentari,45.5153965,9.170007499999999,supermarket
Jago-Minimarket,45.5168731,9.1383643,supermarket
Index Minimarket,45.5005679,9.1672409,supermarket
Carrefour Express,45.5288986,9.1622223,supermarket
La Boutique del Pane,45.5099429,9.133080699999999,supermarket
Mercato Comunale Quarto Oggiaro,45.5149824,9.138603,supermarket
Md Lavlu Md Ansher Alimentari,45.51822689999999,9.1708895,supermarket
La Scelta,45.5018208,9.165789199999999,supermarket
Sylhet Mini Market Bangladesh,45.5023163,9.1659998,supermarket
Conad - Supermarket,45.5152161,9.1563914,supermarket
